Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
96,86,9,8,88,79,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00005_00026.png
107,98,9,9,98,90,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00005_00027.png
125,112,11,9,114,103,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00005_00028.png
147,134,13,12,135,123,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00005_00029.png
32,32,5,6,27,27,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00000.png
33,32,6,6,28,26,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00001.png
34,33,5,6,29,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00002.png
35,33,6,6,30,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00003.png
35,33,6,5,30,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00004.png
35,33,6,5,30,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00005.png
36,36,5,6,31,31,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00006.png
36,36,5,6,31,31,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00007.png
37,35,6,5,32,30,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00008.png
38,38,5,6,33,33,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00009.png
39,37,6,6,34,32,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00010.png
40,37,6,6,35,32,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00011.png
41,38,6,5,36,33,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00012.png
42,41,6,6,37,36,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00013.png
44,40,6,5,39,35,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00014.png
44,41,6,6,39,36,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00015.png
46,42,6,5,41,37,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00016.png
47,45,6,6,42,40,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00017.png
47,44,5,5,42,39,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00018.png
49,47,5,6,44,42,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00019.png
53,50,6,6,48,45,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00020.png
54,52,6,6,49,47,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00021.png
59,54,6,6,54,49,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00022.png
61,58,5,5,56,53,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00023.png
68,61,7,6,62,56,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00024.png
74,69,6,6,68,63,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00025.png
85,75,8,6,78,69,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00026.png
97,88,9,8,89,80,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00027.png
110,100,9,8,101,91,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00028.png
141,124,13,10,129,114,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00006_00029.png
35,33,6,5,30,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00000.png
35,34,5,6,30,29,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00001.png
35,33,5,5,29,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00002.png
34,35,5,6,29,29,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00003.png
36,35,6,5,31,29,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00004.png
36,36,5,6,31,31,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00005.png
38,37,6,6,33,32,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00006.png
38,39,5,6,33,33,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00007.png
41,38,5,5,36,33,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00008.png
42,40,6,6,37,35,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00009.png
41,40,5,5,36,35,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00010.png
45,42,6,5,40,37,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00011.png
45,42,6,5,40,37,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00012.png
46,45,5,6,41,40,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00013.png
48,45,5,6,42,40,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00014.png
51,46,6,5,46,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00015.png
52,48,5,5,47,43,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00016.png
54,49,5,5,49,44,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00017.png
58,54,6,6,53,49,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00018.png
60,54,6,5,55,49,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00019.png
62,57,6,5,57,52,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00020.png
69,61,7,6,63,56,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00021.png
73,64,7,5,67,59,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00022.png
76,70,6,6,70,64,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00023.png
84,76,7,7,77,70,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00024.png
92,83,8,8,84,76,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00025.png
103,93,9,8,94,85,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00026.png
112,101,10,9,103,93,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00027.png
127,113,11,10,116,104,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00028.png
148,136,12,12,136,125,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00007_00029.png
38,37,5,5,33,32,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00000.png
47,46,5,5,42,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00001.png
48,46,6,5,43,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00002.png
48,47,6,6,43,42,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00003.png
47,47,5,6,42,42,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00004.png
53,47,6,6,48,42,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00005.png
53,46,6,5,48,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00006.png
53,46,6,5,48,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00007.png
53,46,6,5,48,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00008.png
58,46,6,5,53,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00009.png
58,46,6,5,53,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00010.png
58,46,6,5,53,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00011.png
59,50,5,6,54,45,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00012.png
57,48,5,5,52,43,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00013.png
61,52,5,5,56,47,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00014.png
63,55,5,6,58,50,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00015.png
63,54,5,5,58,49,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00016.png
72,59,7,6,66,54,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00017.png
74,62,6,6,68,57,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00018.png
79,67,7,6,72,61,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00019.png
81,70,8,7,74,64,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00020.png
96,75,8,6,88,69,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00021.png
97,76,8,6,89,70,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00022.png
100,82,9,8,92,75,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00023.png
110,92,9,8,101,84,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00024.png
118,97,11,9,108,89,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00025.png
123,104,10,9,113,95,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00026.png
132,109,12,9,121,100,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00027.png
141,118,12,10,129,108,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00028.png
152,128,13,11,139,117,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00008_00029.png
32,33,5,6,27,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00000.png
34,33,6,5,29,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00001.png
35,35,6,6,30,30,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00002.png
35,34,5,5,30,29,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00003.png
37,35,6,6,32,30,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00004.png
38,36,6,6,33,31,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00005.png
39,37,6,5,34,32,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00006.png
40,38,6,5,35,33,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00007.png
40,40,5,6,35,35,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00008.png
41,41,5,6,36,36,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00009.png
43,42,5,6,37,36,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00010.png
43,42,5,5,38,37,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00011.png
45,43,6,5,40,38,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00012.png
46,46,6,6,41,40,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00013.png
47,47,5,6,42,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00014.png
49,47,5,5,44,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00015.png
52,49,6,6,47,44,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00016.png
54,51,6,6,49,46,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00017.png
58,54,6,6,52,49,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00018.png
60,56,6,6,55,51,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00019.png
62,57,6,5,57,52,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00020.png
64,61,5,6,59,56,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00021.png
71,64,7,5,65,58,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00022.png
76,72,6,7,70,66,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00023.png
84,82,8,8,77,75,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00024.png
92,86,8,8,84,79,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00025.png
98,89,9,8,90,82,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00026.png
109,103,10,9,100,94,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00027.png
119,108,10,9,109,99,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00028.png
135,127,11,11,124,116,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00009_00029.png
29,28,6,5,24,23,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00000.png
29,29,6,6,24,24,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00001.png
29,30,5,6,24,25,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00002.png
29,28,6,5,23,22,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00003.png
29,28,6,5,24,23,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00004.png
30,30,6,6,25,25,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00005.png
30,31,5,6,24,25,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00006.png
31,31,6,6,26,26,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00007.png
32,32,6,6,26,26,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00008.png
32,32,5,5,27,27,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00009.png
34,33,5,5,28,28,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00010.png
38,35,6,5,33,30,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00011.png
38,37,5,6,32,31,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00012.png
40,37,6,5,35,32,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00013.png
42,38,6,5,37,33,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00014.png
44,39,5,5,38,34,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00015.png
44,39,5,5,39,34,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00016.png
47,42,6,5,42,37,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00017.png
48,44,5,5,43,39,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00018.png
50,46,5,5,45,41,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00019.png
53,50,6,6,48,45,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00020.png
57,53,6,6,52,48,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00021.png
61,57,5,5,56,52,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00022.png
70,62,7,5,64,57,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00023.png
75,71,6,7,69,65,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00024.png
87,80,8,7,80,73,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00025.png
100,92,9,9,92,84,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00026.png
121,106,11,9,110,97,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00027.png
145,128,13,11,132,116,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00028.png
181,165,15,14,165,151,Tehlikeli_Devaml?_Virajlar,Train/21/00021_00010_00029.png
34,33,6,5,29,28,Engebeli_Yol,Train/22/00022_00000_00000.png
35,35,6,6,30,30,Engebeli_Yol,Train/22/00022_00000_00001.png
35,35,5,6,29,30,Engebeli_Yol,Train/22/00022_00000_00002.png
36,36,5,5,31,31,Engebeli_Yol,Train/22/00022_00000_00003.png
37,38,5,6,32,33,Engebeli_Yol,Train/22/00022_00000_00004.png
37,38,5,6,32,33,Engebeli_Yol,Train/22/00022_00000_00005.png
39,38,6,5,33,32,Engebeli_Yol,Train/22/00022_00000_00006.png
40,38,6,5,35,33,Engebeli_Yol,Train/22/00022_00000_00007.png
41,40,6,6,36,35,Engebeli_Yol,Train/22/00022_00000_00008.png
40,39,5,5,35,34,Engebeli_Yol,Train/22/00022_00000_00009.png
43,41,6,6,38,36,Engebeli_Yol,Train/22/00022_00000_00010.png
46,43,6,5,41,38,Engebeli_Yol,Train/22/00022_00000_00011.png
48,45,6,5,43,39,Engebeli_Yol,Train/22/00022_00000_00012.png
48,47,5,6,43,41,Engebeli_Yol,Train/22/00022_00000_00013.png
51,47,6,6,46,42,Engebeli_Yol,Train/22/00022_00000_00014.png
52,49,5,6,47,43,Engebeli_Yol,Train/22/00022_00000_00015.png
55,49,6,5,49,43,Engebeli_Yol,Train/22/00022_00000_00016.png
55,51,5,6,50,46,Engebeli_Yol,Train/22/00022_00000_00017.png
57,53,5,6,52,48,Engebeli_Yol,Train/22/00022_00000_00018.png
60,55,6,6,55,50,Engebeli_Yol,Train/22/00022_00000_00019.png
68,58,7,5,62,53,Engebeli_Yol,Train/22/00022_00000_00020.png
70,62,6,5,64,56,Engebeli_Yol,Train/22/00022_00000_00021.png
75,65,7,5,69,59,Engebeli_Yol,Train/22/00022_00000_00022.png
80,71,7,7,73,65,Engebeli_Yol,Train/22/00022_00000_00023.png
87,76,7,6,80,70,Engebeli_Yol,Train/22/00022_00000_00024.png
93,82,8,7,85,75,Engebeli_Yol,Train/22/00022_00000_00025.png
100,91,8,8,92,83,Engebeli_Yol,Train/22/00022_00000_00026.png
108,97,9,8,99,89,Engebeli_Yol,Train/22/00022_00000_00027.png
129,116,11,11,118,106,Engebeli_Yol,Train/22/00022_00000_00028.png
140,125,13,11,128,115,Engebeli_Yol,Train/22/00022_00000_00029.png
32,27,6,5,27,22,Engebeli_Yol,Train/22/00022_00001_00000.png
32,29,6,5,27,23,Engebeli_Yol,Train/22/00022_00001_00001.png
32,28,6,5,27,23,Engebeli_Yol,Train/22/00022_00001_00002.png
31,30,5,6,26,25,Engebeli_Yol,Train/22/00022_00001_00003.png
33,30,6,5,28,25,Engebeli_Yol,Train/22/00022_00001_00004.png
32,30,5,5,27,25,Engebeli_Yol,Train/22/00022_00001_00005.png
33,31,5,5,28,26,Engebeli_Yol,Train/22/00022_00001_00006.png
35,32,6,6,30,27,Engebeli_Yol,Train/22/00022_00001_00007.png
37,31,6,5,31,26,Engebeli_Yol,Train/22/00022_00001_00008.png
37,33,5,5,32,28,Engebeli_Yol,Train/22/00022_00001_00009.png
39,36,5,6,33,30,Engebeli_Yol,Train/22/00022_00001_00010.png
39,36,5,5,34,30,Engebeli_Yol,Train/22/00022_00001_00011.png
40,37,5,6,35,32,Engebeli_Yol,Train/22/00022_00001_00012.png
40,37,6,6,35,32,Engebeli_Yol,Train/22/00022_00001_00013.png
39,38,5,6,34,33,Engebeli_Yol,Train/22/00022_00001_00014.png
41,38,5,6,35,33,Engebeli_Yol,Train/22/00022_00001_00015.png
45,41,6,6,40,35,Engebeli_Yol,Train/22/00022_00001_00016.png
46,41,5,5,41,36,Engebeli_Yol,Train/22/00022_00001_00017.png
46,42,5,6,41,37,Engebeli_Yol,Train/22/00022_00001_00018.png
50,44,6,6,45,39,Engebeli_Yol,Train/22/00022_00001_00019.png
53,44,5,5,48,39,Engebeli_Yol,Train/22/00022_00001_00020.png
53,45,6,5,48,40,Engebeli_Yol,Train/22/00022_00001_00021.png
54,49,5,6,49,44,Engebeli_Yol,Train/22/00022_00001_00022.png
58,51,6,5,52,46,Engebeli_Yol,Train/22/00022_00001_00023.png
59,54,5,6,53,49,Engebeli_Yol,Train/22/00022_00001_00024.png
62,56,5,5,57,51,Engebeli_Yol,Train/22/00022_00001_00025.png
64,58,5,5,58,53,Engebeli_Yol,Train/22/00022_00001_00026.png
72,64,7,6,66,59,Engebeli_Yol,Train/22/00022_00001_00027.png
76,73,6,7,70,67,Engebeli_Yol,Train/22/00022_00001_00028.png
85,81,8,8,78,74,Engebeli_Yol,Train/22/00022_00001_00029.png
32,30,6,6,27,25,Engebeli_Yol,Train/22/00022_00002_00000.png
34,29,6,5,29,24,Engebeli_Yol,Train/22/00022_00002_00001.png
35,32,5,5,30,27,Engebeli_Yol,Train/22/00022_00002_00002.png
33,32,5,6,28,27,Engebeli_Yol,Train/22/00022_00002_00003.png
34,34,5,6,29,29,Engebeli_Yol,Train/22/00022_00002_00004.png
37,36,6,6,32,31,Engebeli_Yol,Train/22/00022_00002_00005.png
37,34,6,5,32,29,Engebeli_Yol,Train/22/00022_00002_00006.png
39,37,6,5,34,32,Engebeli_Yol,Train/22/00022_00002_00007.png
38,37,5,5,33,32,Engebeli_Yol,Train/22/00022_00002_00008.png
40,39,6,6,35,34,Engebeli_Yol,Train/22/00022_00002_00009.png
41,39,6,5,36,34,Engebeli_Yol,Train/22/00022_00002_00010.png
43,42,6,5,38,37,Engebeli_Yol,Train/22/00022_00002_00011.png
44,43,5,6,39,38,Engebeli_Yol,Train/22/00022_00002_00012.png
47,45,6,5,42,40,Engebeli_Yol,Train/22/00022_00002_00013.png
48,47,6,6,43,42,Engebeli_Yol,Train/22/00022_00002_00014.png
50,47,6,5,45,42,Engebeli_Yol,Train/22/00022_00002_00015.png
52,50,5,5,47,45,Engebeli_Yol,Train/22/00022_00002_00016.png
54,52,5,5,49,47,Engebeli_Yol,Train/22/00022_00002_00017.png
57,54,5,5,52,49,Engebeli_Yol,Train/22/00022_00002_00018.png
61,57,6,5,56,52,Engebeli_Yol,Train/22/00022_00002_00019.png
65,61,6,5,60,56,Engebeli_Yol,Train/22/00022_00002_00020.png
68,63,6,5,62,58,Engebeli_Yol,Train/22/00022_00002_00021.png
73,70,7,6,67,64,Engebeli_Yol,Train/22/00022_00002_00022.png
75,76,6,7,69,70,Engebeli_Yol,Train/22/00022_00002_00023.png
83,82,8,7,76,75,Engebeli_Yol,Train/22/00022_00002_00024.png
88,87,8,7,81,80,Engebeli_Yol,Train/22/00022_00002_00025.png
96,96,8,8,88,88,Engebeli_Yol,Train/22/00022_00002_00026.png
111,110,10,9,102,101,Engebeli_Yol,Train/22/00022_00002_00027.png
119,122,10,10,109,112,Engebeli_Yol,Train/22/00022_00002_00028.png
134,139,12,12,123,127,Engebeli_Yol,Train/22/00022_00002_00029.png
40,36,6,5,35,31,Engebeli_Yol,Train/22/00022_00003_00000.png
39,37,6,6,34,32,Engebeli_Yol,Train/22/00022_00003_00001.png
39,36,5,5,34,31,Engebeli_Yol,Train/22/00022_00003_00002.png
41,38,5,6,36,33,Engebeli_Yol,Train/22/00022_00003_00003.png
42,39,6,6,37,34,Engebeli_Yol,Train/22/00022_00003_00004.png
42,39,5,5,37,34,Engebeli_Yol,Train/22/00022_00003_00005.png
43,40,6,6,38,35,Engebeli_Yol,Train/22/00022_00003_00006.png
44,40,6,6,39,35,Engebeli_Yol,Train/22/00022_00003_00007.png
46,42,5,6,41,37,Engebeli_Yol,Train/22/00022_00003_00008.png
46,41,5,5,41,36,Engebeli_Yol,Train/22/00022_00003_00009.png
47,42,6,5,42,37,Engebeli_Yol,Train/22/00022_00003_00010.png
49,43,6,5,44,38,Engebeli_Yol,Train/22/00022_00003_00011.png
48,45,5,6,43,40,Engebeli_Yol,Train/22/00022_00003_00012.png
50,46,6,6,45,41,Engebeli_Yol,Train/22/00022_00003_00013.png
52,47,6,6,47,42,Engebeli_Yol,Train/22/00022_00003_00014.png
53,47,6,5,48,42,Engebeli_Yol,Train/22/00022_00003_00015.png
54,50,5,6,49,45,Engebeli_Yol,Train/22/00022_00003_00016.png
56,50,6,5,51,45,Engebeli_Yol,Train/22/00022_00003_00017.png
57,53,5,6,52,48,Engebeli_Yol,Train/22/00022_00003_00018.png
59,54,5,5,54,49,Engebeli_Yol,Train/22/00022_00003_00019.png
63,57,6,6,58,52,Engebeli_Yol,Train/22/00022_00003_00020.png
67,59,6,6,61,54,Engebeli_Yol,Train/22/00022_00003_00021.png
68,60,6,6,62,55,Engebeli_Yol,Train/22/00022_00003_00022.png
73,63,7,6,67,58,Engebeli_Yol,Train/22/00022_00003_00023.png
75,67,6,6,69,61,Engebeli_Yol,Train/22/00022_00003_00024.png
80,68,8,6,73,62,Engebeli_Yol,Train/22/00022_00003_00025.png
82,72,7,7,75,66,Engebeli_Yol,Train/22/00022_00003_00026.png
87,74,8,6,80,68,Engebeli_Yol,Train/22/00022_00003_00027.png
97,84,8,7,89,77,Engebeli_Yol,Train/22/00022_00003_00028.png
104,89,10,8,95,82,Engebeli_Yol,Train/22/00022_00003_00029.png
28,26,5,6,23,21,Engebeli_Yol,Train/22/00022_00004_00000.png
29,28,5,6,24,22,Engebeli_Yol,Train/22/00022_00004_00001.png
30,28,5,6,25,23,Engebeli_Yol,Train/22/00022_00004_00002.png
31,28,6,6,26,23,Engebeli_Yol,Train/22/00022_00004_00003.png
32,28,6,5,26,23,Engebeli_Yol,Train/22/00022_00004_00004.png
31,28,5,5,26,23,Engebeli_Yol,Train/22/00022_00004_00005.png
32,29,6,6,27,24,Engebeli_Yol,Train/22/00022_00004_00006.png
32,28,6,5,27,23,Engebeli_Yol,Train/22/00022_00004_00007.png
32,28,6,5,27,23,Engebeli_Yol,Train/22/00022_00004_00008.png
32,30,5,6,27,25,Engebeli_Yol,Train/22/00022_00004_00009.png
34,31,5,5,28,25,Engebeli_Yol,Train/22/00022_00004_00010.png
34,33,5,6,29,27,Engebeli_Yol,Train/22/00022_00004_00011.png
36,35,6,5,31,29,Engebeli_Yol,Train/22/00022_00004_00012.png
37,36,6,6,32,31,Engebeli_Yol,Train/22/00022_00004_00013.png
38,37,6,5,33,31,Engebeli_Yol,Train/22/00022_00004_00014.png
40,38,6,5,34,32,Engebeli_Yol,Train/22/00022_00004_00015.png
41,39,6,5,36,33,Engebeli_Yol,Train/22/00022_00004_00016.png
43,40,6,5,38,35,Engebeli_Yol,Train/22/00022_00004_00017.png
45,43,6,6,39,37,Engebeli_Yol,Train/22/00022_00004_00018.png
45,45,5,5,40,39,Engebeli_Yol,Train/22/00022_00004_00019.png
48,46,6,5,43,41,Engebeli_Yol,Train/22/00022_00004_00020.png
50,48,5,5,45,43,Engebeli_Yol,Train/22/00022_00004_00021.png
52,49,5,5,46,43,Engebeli_Yol,Train/22/00022_00004_00022.png
56,52,5,5,50,47,Engebeli_Yol,Train/22/00022_00004_00023.png
60,56,5,5,55,51,Engebeli_Yol,Train/22/00022_00004_00024.png
64,61,5,6,59,55,Engebeli_Yol,Train/22/00022_00004_00025.png
74,69,7,7,67,62,Engebeli_Yol,Train/22/00022_00004_00026.png
80,73,7,7,72,67,Engebeli_Yol,Train/22/00022_00004_00027.png
89,83,7,8,81,76,Engebeli_Yol,Train/22/00022_00004_00028.png
99,91,8,8,91,83,Engebeli_Yol,Train/22/00022_00004_00029.png
32,31,6,5,27,26,Engebeli_Yol,Train/22/00022_00005_00000.png
34,32,5,6,29,27,Engebeli_Yol,Train/22/00022_00005_00001.png
35,31,6,5,30,26,Engebeli_Yol,Train/22/00022_00005_00002.png
35,35,6,5,30,30,Engebeli_Yol,Train/22/00022_00005_00003.png
35,36,5,5,30,31,Engebeli_Yol,Train/22/00022_00005_00004.png
36,32,6,5,31,27,Engebeli_Yol,Train/22/00022_00005_00005.png
35,36,5,5,30,31,Engebeli_Yol,Train/22/00022_00005_00006.png
35,36,5,5,30,31,Engebeli_Yol,Train/22/00022_00005_00007.png
38,35,6,6,33,30,Engebeli_Yol,Train/22/00022_00005_00008.png
38,34,6,5,33,29,Engebeli_Yol,Train/22/00022_00005_00009.png
38,38,6,5,33,33,Engebeli_Yol,Train/22/00022_00005_00010.png
38,35,5,5,33,30,Engebeli_Yol,Train/22/00022_00005_00011.png
39,36,5,5,34,31,Engebeli_Yol,Train/22/00022_00005_00012.png
40,41,6,6,35,36,Engebeli_Yol,Train/22/00022_00005_00013.png
40,41,6,6,35,36,Engebeli_Yol,Train/22/00022_00005_00014.png
42,39,5,5,37,34,Engebeli_Yol,Train/22/00022_00005_00015.png
42,43,6,6,37,38,Engebeli_Yol,Train/22/00022_00005_00016.png
43,45,5,6,38,40,Engebeli_Yol,Train/22/00022_00005_00017.png
46,44,5,6,41,39,Engebeli_Yol,Train/22/00022_00005_00018.png
49,45,6,5,44,40,Engebeli_Yol,Train/22/00022_00005_00019.png
51,48,6,6,46,43,Engebeli_Yol,Train/22/00022_00005_00020.png
49,48,5,6,44,43,Engebeli_Yol,Train/22/00022_00005_00021.png
